image_filename	latex_label
109_Fabricio.png	$\sqrt[x]{\frac{a}{b}} = \frac{\sqrt[x]{a}}{\sqrt[x]{b}}$
109_Frank.png	$\sqrt[x]{\frac{a}{b}} = \frac{\sqrt[x]{a}}{\sqrt[x]{b}}$
109_Nina.png	$\sqrt[x]{\frac{a}{b}} = \frac{\sqrt[x]{a}}{\sqrt[x]{b}}$
109_alfonso.png	$\sqrt[x]{\frac{a}{b}} = \frac{\sqrt[x]{a}}{\sqrt[x]{b}}$
109_carlos.png	$\sqrt[x]{\frac{a}{b}} = \frac{\sqrt[x]{a}}{\sqrt[x]{b}}$
109_caue.png	$\sqrt[x]{\frac{a}{b}} = \frac{\sqrt[x]{a}}{\sqrt[x]{b}}$
109_daniel.png	$\sqrt[x]{\frac{a}{b}} = \frac{\sqrt[x]{a}}{\sqrt[x]{b}}$
109_edwin.png	$\sqrt[x]{\frac{a}{b}} = \frac{\sqrt[x]{a}}{\sqrt[x]{b}}$
109_herbert.png	$\sqrt[x]{\frac{a}{b}} = \frac{\sqrt[x]{a}}{\sqrt[x]{b}}$
109_jorge.png	$\sqrt[x]{\frac{a}{b}} = \frac{\sqrt[x]{a}}{\sqrt[x]{b}}$
109_leissi.png	$\sqrt[x]{\frac{a}{b}} = \frac{\sqrt[x]{a}}{\sqrt[x]{b}}$
109_leo.png	$\sqrt[x]{\frac{a}{b}} = \frac{\sqrt[x]{a}}{\sqrt[x]{b}}$
109_lucelia.png	$\sqrt[x]{\frac{a}{b}} = \frac{\sqrt[x]{a}}{\sqrt[x]{b}}$
109_miguel.png	$\sqrt[x]{\frac{a}{b}} = \frac{\sqrt[x]{a}}{\sqrt[x]{b}}$
109_rosario.png	$\sqrt[x]{\frac{a}{b}} = \frac{\sqrt[x]{a}}{\sqrt[x]{b}}$
109_silas.png	$\sqrt[x]{\frac{a}{b}} = \frac{\sqrt[x]{a}}{\sqrt[x]{b}}$
109_user0.png	$\sqrt[x]{\frac{a}{b}} = \frac{\sqrt[x]{a}}{\sqrt[x]{b}}$
10_em_81.png	$\Delta H_I$
10_em_86.png	$M \in S$
10_em_87.png	$\sigma \in X$
10_em_89.png	$T \in E$
110_Fabricio.png	$\frac{1}{\frac{1}{2}\Big( \frac{1}{a} + \frac{1}{b}\Big)} = \frac{2ab}{a+b}$
110_Frank.png	$\frac{1}{\frac{1}{2}\Big( \frac{1}{a} + \frac{1}{b}\Big)} = \frac{2ab}{a+b}$
110_Nina.png	$\frac{1}{\frac{1}{2}\Big( \frac{1}{a} + \frac{1}{b}\Big)} = \frac{2ab}{a+b}$
110_alfonso.png	$\frac{1}{\frac{1}{2}\Big( \frac{1}{a} + \frac{1}{b}\Big)} = \frac{2ab}{a+b}$
110_carlos.png	$\frac{1}{\frac{1}{2}\Big( \frac{1}{a} + \frac{1}{b}\Big)} = \frac{2ab}{a+b}$
110_caue.png	$\frac{1}{\frac{1}{2}\Big( \frac{1}{a} + \frac{1}{b}\Big)} = \frac{2ab}{a+b}$
110_danilo.png	$\frac{1}{\frac{1}{2}\Big( \frac{1}{a} + \frac{1}{b}\Big)} = \frac{2ab}{a+b}$
110_david.png	$\frac{1}{\frac{1}{2}\Big( \frac{1}{a} + \frac{1}{b}\Big)} = \frac{2ab}{a+b}$
110_edwin.png	$\frac{1}{\frac{1}{2}\Big( \frac{1}{a} + \frac{1}{b}\Big)} = \frac{2ab}{a+b}$
110_fujita.png	$\frac{1}{\frac{1}{2}\Big( \frac{1}{a} + \frac{1}{b}\Big)} = \frac{2ab}{a+b}$
110_herbert.png	$\frac{1}{\frac{1}{2}\Big( \frac{1}{a} + \frac{1}{b}\Big)} = \frac{2ab}{a+b}$
110_jorge.png	$\frac{1}{\frac{1}{2}\Big( \frac{1}{a} + \frac{1}{b}\Big)} = \frac{2ab}{a+b}$
110_leissi.png	$\frac{1}{\frac{1}{2}\Big( \frac{1}{a} + \frac{1}{b}\Big)} = \frac{2ab}{a+b}$
110_leo.png	$\frac{1}{\frac{1}{2}\Big( \frac{1}{a} + \frac{1}{b}\Big)} = \frac{2ab}{a+b}$
110_miguel.png	$\frac{1}{\frac{1}{2}\Big( \frac{1}{a} + \frac{1}{b}\Big)} = \frac{2ab}{a+b}$
110_rosario.png	$\frac{1}{\frac{1}{2}\Big( \frac{1}{a} + \frac{1}{b}\Big)} = \frac{2ab}{a+b}$
110_user0.png	$\frac{1}{\frac{1}{2}\Big( \frac{1}{a} + \frac{1}{b}\Big)} = \frac{2ab}{a+b}$
111_Fabricio.png	$\sqrt[n]{1} = \cos \frac{2k\pi}{n} + i \sin \frac{2k\pi}{n}$
111_Frank.png	$\sqrt[n]{1} = \cos \frac{2k\pi}{n} + i \sin \frac{2k\pi}{n}$
111_Nina.png	$\sqrt[n]{1} = \cos \frac{2k\pi}{n} + i \sin \frac{2k\pi}{n}$
111_alfonso.png	$\sqrt[n]{1} = \cos \frac{2k\pi}{n} + i \sin \frac{2k\pi}{n}$
111_carlos.png	$\sqrt[n]{1} = \cos \frac{2k\pi}{n} + i \sin \frac{2k\pi}{n}$
111_caue.png	$\sqrt[n]{1} = \cos \frac{2k\pi}{n} + i \sin \frac{2k\pi}{n}$
111_david.png	$\sqrt[n]{1} = \cos \frac{2k\pi}{n} + i \sin \frac{2k\pi}{n}$
111_edwin.png	$\sqrt[n]{1} = \cos \frac{2k\pi}{n} + i \sin \frac{2k\pi}{n}$
111_herbert.png	$\sqrt[n]{1} = \cos \frac{2k\pi}{n} + i \sin \frac{2k\pi}{n}$
111_hirata.png	$\sqrt[n]{1} = \cos \frac{2k\pi}{n} + i \sin \frac{2k\pi}{n}$
111_jorge.png	$\sqrt[n]{1} = \cos \frac{2k\pi}{n} + i \sin \frac{2k\pi}{n}$
111_leissi.png	$\sqrt[n]{1} = \cos \frac{2k\pi}{n} + i \sin \frac{2k\pi}{n}$
111_leo.png	$\sqrt[n]{1} = \cos \frac{2k\pi}{n} + i \sin \frac{2k\pi}{n}$
111_miguel.png	$\sqrt[n]{1} = \cos \frac{2k\pi}{n} + i \sin \frac{2k\pi}{n}$
111_miguel2.png	$\sqrt[n]{1} = \cos \frac{2k\pi}{n} + i \sin \frac{2k\pi}{n}$
111_rosario.png	$\sqrt[n]{1} = \cos \frac{2k\pi}{n} + i \sin \frac{2k\pi}{n}$
111_user0.png	$\sqrt[n]{1} = \cos \frac{2k\pi}{n} + i \sin \frac{2k\pi}{n}$
116_Fabricio.png	$x = \frac{-b \pm \sqrt{b^2 -4ac}}{2a}$
116_Frank.png	$x = \frac{-b \pm \sqrt{b^2 -4ac}}{2a}$
116_Nina.png	$x = \frac{-b \pm \sqrt{b^2 -4ac}}{2a}$
116_alfonso.png	$x = \frac{-b \pm \sqrt{b^2 -4ac}}{2a}$
116_carlos.png	$x = \frac{-b \pm \sqrt{b^2 -4ac}}{2a}$
116_caue.png	$x = \frac{-b \pm \sqrt{b^2 -4ac}}{2a}$
116_david.png	$x = \frac{-b \pm \sqrt{b^2 -4ac}}{2a}$
116_edwin.png	$x = \frac{-b \pm \sqrt{b^2 -4ac}}{2a}$
116_herbert.png	$x = \frac{-b \pm \sqrt{b^2 -4ac}}{2a}$
116_hirata.png	$x = \frac{-b \pm \sqrt{b^2 -4ac}}{2a}$
116_jorge.png	$x = \frac{-b \pm \sqrt{b^2 -4ac}}{2a}$
116_leissi.png	$x = \frac{-b \pm \sqrt{b^2 -4ac}}{2a}$
116_leo.png	$x = \frac{-b \pm \sqrt{b^2 -4ac}}{2a}$
116_miguel.png	$x = \frac{-b \pm \sqrt{b^2 -4ac}}{2a}$
116_rosario.png	$x = \frac{-b \pm \sqrt{b^2 -4ac}}{2a}$
116_user0.png	$x = \frac{-b \pm \sqrt{b^2 -4ac}}{2a}$
117_Fabricio.png	$y^2 \pm \sqrt{u-p}\Bigg(y - \frac{q}{2(u-p)} \Bigg) + \frac{u}{2} = 0$
117_Frank.png	$y^2 \pm \sqrt{u-p}\Bigg(y - \frac{q}{2(u-p)} \Bigg) + \frac{u}{2} = 0$
117_Nina.png	$y^2 \pm \sqrt{u-p}\Bigg(y - \frac{q}{2(u-p)} \Bigg) + \frac{u}{2} = 0$
117_alfonso.png	$y^2 \pm \sqrt{u-p}\Bigg(y - \frac{q}{2(u-p)} \Bigg) + \frac{u}{2} = 0$
117_carlos.png	$y^2 \pm \sqrt{u-p}\Bigg(y - \frac{q}{2(u-p)} \Bigg) + \frac{u}{2} = 0$
117_caue.png	$y^2 \pm \sqrt{u-p}\Bigg(y - \frac{q}{2(u-p)} \Bigg) + \frac{u}{2} = 0$
117_david.png	$y^2 \pm \sqrt{u-p}\Bigg(y - \frac{q}{2(u-p)} \Bigg) + \frac{u}{2} = 0$
117_edwin.png	$y^2 \pm \sqrt{u-p}\Bigg(y - \frac{q}{2(u-p)} \Bigg) + \frac{u}{2} = 0$
117_hirata.png	$y^2 \pm \sqrt{u-p}\Bigg(y - \frac{q}{2(u-p)} \Bigg) + \frac{u}{2} = 0$
117_jorge.png	$y^2 \pm \sqrt{u-p}\Bigg(y - \frac{q}{2(u-p)} \Bigg) + \frac{u}{2} = 0$
117_leissi.png	$y^2 \pm \sqrt{u-p}\Bigg(y - \frac{q}{2(u-p)} \Bigg) + \frac{u}{2} = 0$
117_leo.png	$y^2 \pm \sqrt{u-p}\Bigg(y - \frac{q}{2(u-p)} \Bigg) + \frac{u}{2} = 0$
117_lucelia.png	$y^2 \pm \sqrt{u-p}\Bigg(y - \frac{q}{2(u-p)} \Bigg) + \frac{u}{2} = 0$
117_rosario.png	$y^2 \pm \sqrt{u-p}\Bigg(y - \frac{q}{2(u-p)} \Bigg) + \frac{u}{2} = 0$
117_user0.png	$y^2 \pm \sqrt{u-p}\Bigg(y - \frac{q}{2(u-p)} \Bigg) + \frac{u}{2} = 0$
118_Fabricio.png	$P(x) = \sum_{i=0}^{n} a_j x^j$
118_Frank.png	$P(x) = \sum_{i=0}^{n} a_j x^j$
118_Nina.png	$P(x) = \sum_{i=0}^{n} a_j x^j$
118_alfonso.png	$P(x) = \sum_{i=0}^{n} a_j x^j$
118_carlos.png	$P(x) = \sum_{i=0}^{n} a_j x^j$
118_caue.png	$P(x) = \sum_{i=0}^{n} a_j x^j$
118_david.png	$P(x) = \sum_{i=0}^{n} a_j x^j$
118_edwin.png	$P(x) = \sum_{i=0}^{n} a_j x^j$
118_fujita.png	$P(x) = \sum_{i=0}^{n} a_j x^j$
118_herbert.png	$P(x) = \sum_{i=0}^{n} a_j x^j$
118_hirata.png	$P(x) = \sum_{i=0}^{n} a_j x^j$
118_jorge.png	$P(x) = \sum_{i=0}^{n} a_j x^j$
118_leissi.png	$P(x) = \sum_{i=0}^{n} a_j x^j$
118_leo.png	$P(x) = \sum_{i=0}^{n} a_j x^j$
118_lucelia.png	$P(x) = \sum_{i=0}^{n} a_j x^j$
118_miguel.png	$P(x) = \sum_{i=0}^{n} a_j x^j$
118_rosario.png	$P(x) = \sum_{i=0}^{n} a_j x^j$
118_user0.png	$P(x) = \sum_{i=0}^{n} a_j x^j$
11_em_91.png	$\Delta L$
11_em_95.png	$\forall u \in V$
11_em_99.png	$P^\mu P_\mu$
124_Fabricio.png	$\sum_{i=1}^k \frac{x^{a_i}}{1-x^{b_i}} = \frac{1}{1-x}$
124_Frank.png	$\sum_{i=1}^k \frac{x^{a_i}}{1-x^{b_i}} = \frac{1}{1-x}$
124_Nina.png	$\sum_{i=1}^k \frac{x^{a_i}}{1-x^{b_i}} = \frac{1}{1-x}$
124_alfonso.png	$\sum_{i=1}^k \frac{x^{a_i}}{1-x^{b_i}} = \frac{1}{1-x}$
124_carlos.png	$\sum_{i=1}^k \frac{x^{a_i}}{1-x^{b_i}} = \frac{1}{1-x}$
124_caue.png	$\sum_{i=1}^k \frac{x^{a_i}}{1-x^{b_i}} = \frac{1}{1-x}$
124_daniel.png	$\sum_{i=1}^k \frac{x^{a_i}}{1-x^{b_i}} = \frac{1}{1-x}$
124_david.png	$\sum_{i=1}^k \frac{x^{a_i}}{1-x^{b_i}} = \frac{1}{1-x}$
124_edwin.png	$\sum_{i=1}^k \frac{x^{a_i}}{1-x^{b_i}} = \frac{1}{1-x}$
124_jorge.png	$\sum_{i=1}^k \frac{x^{a_i}}{1-x^{b_i}} = \frac{1}{1-x}$
124_leissi.png	$\sum_{i=1}^k \frac{x^{a_i}}{1-x^{b_i}} = \frac{1}{1-x}$
124_leo.png	$\sum_{i=1}^k \frac{x^{a_i}}{1-x^{b_i}} = \frac{1}{1-x}$
124_maira.png	$\sum_{i=1}^k \frac{x^{a_i}}{1-x^{b_i}} = \frac{1}{1-x}$
124_miguel.png	$\sum_{i=1}^k \frac{x^{a_i}}{1-x^{b_i}} = \frac{1}{1-x}$
124_rosario.png	$\sum_{i=1}^k \frac{x^{a_i}}{1-x^{b_i}} = \frac{1}{1-x}$
124_silas.png	$\sum_{i=1}^k \frac{x^{a_i}}{1-x^{b_i}} = \frac{1}{1-x}$
124_user0.png	$\sum_{i=1}^k \frac{x^{a_i}}{1-x^{b_i}} = \frac{1}{1-x}$
126_Fabricio.png	$| x - \frac{p_n}{q_n} | \leq \frac{1}{q_nq_{n+1}} \lt  \frac{1}{q_n^2}$
126_Frank.png	$| x - \frac{p_n}{q_n} | \leq \frac{1}{q_nq_{n+1}} \lt  \frac{1}{q_n^2}$
126_Nina.png	$| x - \frac{p_n}{q_n} | \leq \frac{1}{q_nq_{n+1}} \lt  \frac{1}{q_n^2}$
126_alfonso.png	$| x - \frac{p_n}{q_n} | \leq \frac{1}{q_nq_{n+1}} \lt  \frac{1}{q_n^2}$
126_carlos.png	$| x - \frac{p_n}{q_n} | \leq \frac{1}{q_nq_{n+1}} \lt  \frac{1}{q_n^2}$
126_caue.png	$| x - \frac{p_n}{q_n} | \leq \frac{1}{q_nq_{n+1}} \lt  \frac{1}{q_n^2}$
126_danilo.png	$| x - \frac{p_n}{q_n} | \leq \frac{1}{q_nq_{n+1}} \lt  \frac{1}{q_n^2}$
126_david.png	$| x - \frac{p_n}{q_n} | \leq \frac{1}{q_nq_{n+1}} \lt  \frac{1}{q_n^2}$
126_edwin.png	$| x - \frac{p_n}{q_n} | \leq \frac{1}{q_nq_{n+1}} \lt  \frac{1}{q_n^2}$
126_fujita.png	$| x - \frac{p_n}{q_n} | \leq \frac{1}{q_nq_{n+1}} \lt  \frac{1}{q_n^2}$
126_herbert.png	$| x - \frac{p_n}{q_n} | \leq \frac{1}{q_nq_{n+1}} \lt  \frac{1}{q_n^2}$
126_jorge.png	$| x - \frac{p_n}{q_n} | \leq \frac{1}{q_nq_{n+1}} \lt  \frac{1}{q_n^2}$
126_leissi.png	$| x - \frac{p_n}{q_n} | \leq \frac{1}{q_nq_{n+1}} \lt  \frac{1}{q_n^2}$
126_leo.png	$| x - \frac{p_n}{q_n} | \leq \frac{1}{q_nq_{n+1}} \lt  \frac{1}{q_n^2}$
126_miguel.png	$| x - \frac{p_n}{q_n} | \leq \frac{1}{q_nq_{n+1}} \lt  \frac{1}{q_n^2}$
126_rosario.png	$| x - \frac{p_n}{q_n} | \leq \frac{1}{q_nq_{n+1}} \lt  \frac{1}{q_n^2}$
126_user0.png	$| x - \frac{p_n}{q_n} | \leq \frac{1}{q_nq_{n+1}} \lt  \frac{1}{q_n^2}$
127_Fabricio.png	$n! -1$
127_Frank.png	$n! -1$
127_Nina.png	$n! -1$
127_alfonso.png	$n! -1$
127_caue.png	$n! -1$
127_danilo.png	$n! -1$
127_david.png	$n! -1$
127_edwin.png	$n! -1$
127_fujita.png	$n! -1$
127_herbert.png	$n! -1$
127_hirata.png	$n! -1$
127_jorge.png	$n! -1$
127_leissi.png	$n! -1$
127_leo.png	$n! -1$
127_miguel.png	$n! -1$
127_rosario.png	$n! -1$
127_user0.png	$n! -1$
129_Fabricio.png	$1+2+\cdots+n = \frac{n(n+1)}{2}$
129_Frank.png	$1+2+\cdots+n = \frac{n(n+1)}{2}$
129_Nina.png	$1+2+\cdots+n = \frac{n(n+1)}{2}$
129_alfonso.png	$1+2+\cdots+n = \frac{n(n+1)}{2}$
129_carlos.png	$1+2+\cdots+n = \frac{n(n+1)}{2}$
129_caue.png	$1+2+\cdots+n = \frac{n(n+1)}{2}$
129_david.png	$1+2+\cdots+n = \frac{n(n+1)}{2}$
129_edwin.png	$1+2+\cdots+n = \frac{n(n+1)}{2}$
129_jorge.png	$1+2+\cdots+n = \frac{n(n+1)}{2}$
129_leissi.png	$1+2+\cdots+n = \frac{n(n+1)}{2}$
129_leo.png	$1+2+\cdots+n = \frac{n(n+1)}{2}$
129_miguel.png	$1+2+\cdots+n = \frac{n(n+1)}{2}$
129_rosario.png	$1+2+\cdots+n = \frac{n(n+1)}{2}$
129_silas.png	$1+2+\cdots+n = \frac{n(n+1)}{2}$
129_user0.png	$1+2+\cdots+n = \frac{n(n+1)}{2}$
130_Fabricio.png	$\frac{1}{4}+\Bigg( \frac{1}{4} \Bigg)^2 + \Bigg( \frac{1}{4} \Bigg)^3+\cdots = \frac{1}{3}$
130_Frank.png	$\frac{1}{4}+\Bigg( \frac{1}{4} \Bigg)^2 + \Bigg( \frac{1}{4} \Bigg)^3+\cdots = \frac{1}{3}$
130_Nina.png	$\frac{1}{4}+\Bigg( \frac{1}{4} \Bigg)^2 + \Bigg( \frac{1}{4} \Bigg)^3+\cdots = \frac{1}{3}$
130_alfonso.png	$\frac{1}{4}+\Bigg( \frac{1}{4} \Bigg)^2 + \Bigg( \frac{1}{4} \Bigg)^3+\cdots = \frac{1}{3}$
130_bruno.png	$\frac{1}{4}+\Bigg( \frac{1}{4} \Bigg)^2 + \Bigg( \frac{1}{4} \Bigg)^3+\cdots = \frac{1}{3}$
130_carlos.png	$\frac{1}{4}+\Bigg( \frac{1}{4} \Bigg)^2 + \Bigg( \frac{1}{4} \Bigg)^3+\cdots = \frac{1}{3}$
130_caue.png	$\frac{1}{4}+\Bigg( \frac{1}{4} \Bigg)^2 + \Bigg( \frac{1}{4} \Bigg)^3+\cdots = \frac{1}{3}$
130_danilo.png	$\frac{1}{4}+\Bigg( \frac{1}{4} \Bigg)^2 + \Bigg( \frac{1}{4} \Bigg)^3+\cdots = \frac{1}{3}$
130_david.png	$\frac{1}{4}+\Bigg( \frac{1}{4} \Bigg)^2 + \Bigg( \frac{1}{4} \Bigg)^3+\cdots = \frac{1}{3}$
130_edwin.png	$\frac{1}{4}+\Bigg( \frac{1}{4} \Bigg)^2 + \Bigg( \frac{1}{4} \Bigg)^3+\cdots = \frac{1}{3}$
130_hirata.png	$\frac{1}{4}+\Bigg( \frac{1}{4} \Bigg)^2 + \Bigg( \frac{1}{4} \Bigg)^3+\cdots = \frac{1}{3}$
130_jorge.png	$\frac{1}{4}+\Bigg( \frac{1}{4} \Bigg)^2 + \Bigg( \frac{1}{4} \Bigg)^3+\cdots = \frac{1}{3}$
130_leissi.png	$\frac{1}{4}+\Bigg( \frac{1}{4} \Bigg)^2 + \Bigg( \frac{1}{4} \Bigg)^3+\cdots = \frac{1}{3}$
130_leo.png	$\frac{1}{4}+\Bigg( \frac{1}{4} \Bigg)^2 + \Bigg( \frac{1}{4} \Bigg)^3+\cdots = \frac{1}{3}$
130_miguel.png	$\frac{1}{4}+\Bigg( \frac{1}{4} \Bigg)^2 + \Bigg( \frac{1}{4} \Bigg)^3+\cdots = \frac{1}{3}$
130_rosario.png	$\frac{1}{4}+\Bigg( \frac{1}{4} \Bigg)^2 + \Bigg( \frac{1}{4} \Bigg)^3+\cdots = \frac{1}{3}$
130_user0.png	$\frac{1}{4}+\Bigg( \frac{1}{4} \Bigg)^2 + \Bigg( \frac{1}{4} \Bigg)^3+\cdots = \frac{1}{3}$
131_Fabricio.png	$f(x) = a_nx^n + a_{n-1}x^{n-1}+\cdots+a_1x + a_0$
131_Frank.png	$f(x) = a_nx^n + a_{n-1}x^{n-1}+\cdots+a_1x + a_0$
131_Nina.png	$f(x) = a_nx^n + a_{n-1}x^{n-1}+\cdots+a_1x + a_0$
131_alfonso.png	$f(x) = a_nx^n + a_{n-1}x^{n-1}+\cdots+a_1x + a_0$
131_carlos.png	$f(x) = a_nx^n + a_{n-1}x^{n-1}+\cdots+a_1x + a_0$
131_caue.png	$f(x) = a_nx^n + a_{n-1}x^{n-1}+\cdots+a_1x + a_0$
131_david.png	$f(x) = a_nx^n + a_{n-1}x^{n-1}+\cdots+a_1x + a_0$
131_edwin.png	$f(x) = a_nx^n + a_{n-1}x^{n-1}+\cdots+a_1x + a_0$
131_jorge.png	$f(x) = a_nx^n + a_{n-1}x^{n-1}+\cdots+a_1x + a_0$
